asset_id,organization_id,business_unit_id,asset_name,asset_type,operating_system,environment,cloud_provider,region,internet_exposed,asset_owner,business_service,data_classification,asset_criticality,confidentiality_score,integrity_score,availability_score,revenue_dependency,customer_dependency,regulatory_dependency,dependency_count,asset_age_days,current_risk_score
AST-01730,ORG-024,BU-0142,IAM System 1730,IAM System,SaaS,Production,AWS,eu-west-1,True,owner_351@corp.com,Security Ops,Highly Confidential,High,8,7,9,0.65,0.7,0.91,10,1592,8.5
AST-01731,ORG-014,BU-0087,Application Server 1731,Application Server,Windows Server 2022,Development,AWS,eu-west-1,False,owner_314@corp.com,Customer Portal,Internal,Low,3,2,1,0.11,0.09,0.15,0,1329,1.5
AST-01732,ORG-003,BU-0012,Web Server 1732,Web Server,Windows Server 2022,Staging,GCP,us-east-1,False,owner_284@corp.com,CRM,Highly Confidential,Medium,5,4,4,0.16,0.17,0.64,2,2418,3.6
AST-01733,ORG-015,BU-0093,Domain Controller 1733,Domain Controller,Windows Server 2022,Production,On-Premise,ap-south-1,False,owner_167@corp.com,CRM,Confidential,High,9,6,8,0.92,0.23,0.41,1,2383,4.0
AST-01734,ORG-018,BU-0115,Web Server 1734,Web Server,Linux,Staging,On-Premise,eu-west-1,False,owner_332@corp.com,HR System,Highly Confidential,Medium,5,5,5,0.15,0.31,0.54,13,355,5.3
AST-01735,ORG-025,BU-0152,Database Server 1735,Database Server,Linux,Production,On-Premise,ap-southeast-1,False,owner_317@corp.com,Customer Portal,Internal,Medium,4,3,3,0.16,0.34,0.05,6,1894,5.6
AST-01736,ORG-025,BU-0152,CI/CD Server 1736,CI/CD Server,Linux,Development,Azure,eu-west-1,False,owner_348@corp.com,File Sharing,Confidential,Low,3,2,1,0.08,0.19,0.21,11,2025,1.7
AST-01737,ORG-010,BU-0058,SaaS Application 1737,SaaS Application,SaaS,Production,Azure,eu-west-1,True,owner_182@corp.com,Customer Portal,Confidential,High,6,7,7,0.34,0.42,0.14,4,1851,8.5
AST-01738,ORG-001,BU-0003,Database Server 1738,Database Server,Windows Server 2019,Production,AWS,ap-south-1,True,owner_68@corp.com,DevOps Pipeline,Confidential,High,7,9,7,0.81,0.5,0.46,4,1983,8.3
AST-01739,ORG-007,BU-0039,Cloud VM 1739,Cloud VM,Linux,Testing,GCP,ap-south-1,False,owner_168@corp.com,Email,Highly Confidential,Medium,6,4,4,0.13,0.13,0.64,14,1148,4.3
AST-01740,ORG-015,BU-0096,Web Server 1740,Web Server,Linux,Production,AWS,eu-west-1,True,owner_121@corp.com,Email,Confidential,High,7,9,7,0.38,0.49,0.12,3,1102,9.8
AST-01741,ORG-014,BU-0085,VPN Gateway 1741,VPN Gateway,Linux,Production,Azure,eu-west-1,True,owner_376@corp.com,Customer Portal,Confidential,High,7,8,6,0.97,0.37,0.24,0,1594,6.6
AST-01742,ORG-006,BU-0033,Web Server 1742,Web Server,Windows Server 2022,Staging,Azure,eu-west-1,False,owner_152@corp.com,API Platform,Internal,Low,1,3,3,0.22,0.34,0.27,12,1965,1.4
AST-01743,ORG-004,BU-0020,Network Device 1743,Network Device,Proprietary,Production,AWS,ap-south-1,False,owner_94@corp.com,ERP,Highly Confidential,High,8,8,8,0.72,0.36,0.53,14,1323,4.6
AST-01744,ORG-017,BU-0107,VPN Gateway 1744,VPN Gateway,Linux,Production,GCP,ap-south-1,False,owner_105@corp.com,Supply Chain,Internal,Medium,3,6,6,0.47,0.06,0.4,10,1281,3.8
AST-01745,ORG-014,BU-0086,IoT Device 1745,IoT Device,Embedded,Production,On-Premise,us-east-1,True,owner_120@corp.com,CRM,Confidential,Critical,10,8,10,0.35,0.64,0.43,3,1392,9.5
AST-01746,ORG-021,BU-0128,Storage Bucket 1746,Storage Bucket,N/A,Development,On-Premise,us-east-1,False,owner_95@corp.com,ERP,Confidential,Low,2,3,2,0.22,0.17,0.35,9,2374,1.4
AST-01747,ORG-007,BU-0039,File Server 1747,File Server,Linux,Production,GCP,ap-south-1,False,owner_397@corp.com,File Sharing,Confidential,Critical,9,8,8,0.68,0.05,0.18,5,1340,9.0
AST-01748,ORG-024,BU-0143,VPN Gateway 1748,VPN Gateway,Linux,Production,Azure,us-east-1,False,owner_80@corp.com,File Sharing,Highly Confidential,Critical,10,9,10,0.89,0.1,0.88,3,637,8.6
AST-01749,ORG-002,BU-0008,Kubernetes Cluster 1749,Kubernetes Cluster,Linux,Production,On-Premise,us-east-1,False,owner_401@corp.com,Core Banking,Highly Confidential,High,8,8,6,0.98,0.07,0.7,10,638,9.1
AST-01750,ORG-023,BU-0138,Payment Gateway 1750,Payment Gateway,Linux,Production,Azure,us-east-1,False,owner_466@corp.com,Payment Processing,Confidential,Critical,8,10,8,0.95,0.14,0.3,9,2198,5.9
AST-01751,ORG-013,BU-0080,Firewall 1751,Firewall,Proprietary,Production,GCP,ap-southeast-1,True,owner_484@corp.com,DevOps Pipeline,Highly Confidential,High,7,8,8,0.44,0.57,0.67,3,851,8.6
AST-01752,ORG-007,BU-0040,Payment Gateway 1752,Payment Gateway,Linux,Production,AWS,eu-west-1,False,owner_220@corp.com,ERP,Highly Confidential,High,6,9,8,0.81,0.05,0.51,5,1166,6.8
AST-01753,ORG-010,BU-0057,Domain Controller 1753,Domain Controller,Windows Server 2022,Production,On-Premise,ap-south-1,False,owner_291@corp.com,CRM,Confidential,Medium,3,6,4,0.27,0.0,0.45,4,94,2.8
AST-01754,ORG-003,BU-0014,Domain Controller 1754,Domain Controller,Windows Server 2022,Production,On-Premise,ap-south-1,False,owner_325@corp.com,Payment Processing,Internal,Medium,4,4,4,0.0,0.27,0.43,5,564,4.1
AST-01755,ORG-011,BU-0063,Cloud VM 1755,Cloud VM,Linux,Development,On-Premise,eu-west-1,False,owner_211@corp.com,Security Ops,Internal,Medium,4,6,4,0.3,0.25,0.16,4,1750,3.3
AST-01756,ORG-017,BU-0108,Email Server 1756,Email Server,Windows Server 2019,Production,On-Premise,eu-west-1,True,owner_19@corp.com,Supply Chain,Public,Medium,3,4,4,0.11,0.7,0.38,6,1363,7.6
AST-01757,ORG-006,BU-0034,Email Server 1757,Email Server,Linux,Production,Azure,ap-southeast-1,True,owner_31@corp.com,Data Analytics,Confidential,High,7,7,9,0.73,0.73,0.49,12,690,10
AST-01758,ORG-021,BU-0127,SaaS Application 1758,SaaS Application,SaaS,Production,AWS,eu-west-1,True,owner_295@corp.com,Communication,Confidential,Critical,10,10,9,0.39,0.33,0.22,3,610,8.2
AST-01759,ORG-005,BU-0032,Network Device 1759,Network Device,Proprietary,Production,GCP,eu-west-1,True,owner_323@corp.com,Customer Portal,Highly Confidential,High,8,6,9,0.52,0.64,0.58,5,2132,7.5
AST-01760,ORG-005,BU-0032,Workstation 1760,Workstation,Ubuntu 22.04,Production,On-Premise,ap-south-1,False,owner_194@corp.com,HR System,Confidential,High,9,6,6,0.91,0.13,0.45,2,1288,6.3
AST-01761,ORG-005,BU-0028,Workstation 1761,Workstation,Windows 11,Development,GCP,ap-southeast-1,False,owner_435@corp.com,API Platform,Public,Medium,6,6,4,0.21,0.23,0.37,12,1073,4.5
AST-01762,ORG-015,BU-0095,Web Server 1762,Web Server,Windows Server 2022,Staging,AWS,ap-southeast-1,False,owner_97@corp.com,ERP,Internal,Low,3,1,1,0.09,0.02,0.34,14,611,2.0
AST-01763,ORG-006,BU-0035,VPN Gateway 1763,VPN Gateway,Linux,Production,On-Premise,ap-southeast-1,False,owner_270@corp.com,Payment Processing,Highly Confidential,Critical,10,9,10,0.84,0.36,0.72,13,987,10
AST-01764,ORG-009,BU-0053,Database Server 1764,Database Server,Windows Server 2019,Production,On-Premise,ap-south-1,False,owner_144@corp.com,Payment Processing,Confidential,Medium,5,5,6,0.08,0.12,0.32,2,974,5.2
AST-01765,ORG-005,BU-0030,Application Server 1765,Application Server,Windows Server 2022,Production,On-Premise,ap-south-1,True,owner_286@corp.com,Security Ops,Internal,Medium,3,6,5,0.06,0.38,0.22,8,1219,5.9
AST-01766,ORG-023,BU-0139,SaaS Application 1766,SaaS Application,SaaS,Production,AWS,us-east-1,False,owner_467@corp.com,Core Banking,Confidential,High,9,7,6,0.5,0.3,0.02,2,1349,4.2
AST-01767,ORG-018,BU-0112,Cloud VM 1767,Cloud VM,Linux,Testing,Azure,eu-west-1,False,owner_153@corp.com,API Platform,Confidential,Low,2,1,1,0.26,0.07,0.24,2,196,1.1
AST-01768,ORG-002,BU-0008,Cloud VM 1768,Cloud VM,Windows Server 2022,Testing,On-Premise,eu-west-1,False,owner_155@corp.com,Email,Public,Low,1,1,3,0.23,0.3,0.31,7,338,1.7
AST-01769,ORG-007,BU-0040,Firewall 1769,Firewall,Proprietary,Production,On-Premise,ap-southeast-1,True,owner_201@corp.com,HR System,Highly Confidential,High,8,7,9,0.67,0.52,0.74,1,132,10
AST-01770,ORG-002,BU-0007,Email Server 1770,Email Server,Windows Server 2019,Production,Azure,us-east-1,False,owner_181@corp.com,Communication,Confidential,Critical,9,9,10,0.38,0.2,0.45,4,2306,9.6
AST-01771,ORG-004,BU-0019,Domain Controller 1771,Domain Controller,Windows Server 2022,Production,GCP,eu-west-1,False,owner_115@corp.com,File Sharing,Highly Confidential,High,8,7,8,0.88,0.27,0.8,14,142,8.5
AST-01772,ORG-004,BU-0025,Domain Controller 1772,Domain Controller,Windows Server 2022,Production,On-Premise,eu-west-1,False,owner_313@corp.com,ERP,Highly Confidential,Medium,6,5,4,0.3,0.12,0.7,3,1896,5.2
AST-01773,ORG-004,BU-0019,Network Device 1773,Network Device,Proprietary,Production,On-Premise,ap-south-1,False,owner_213@corp.com,ERP,Highly Confidential,High,7,6,9,0.67,0.04,0.52,14,2499,7.8
AST-01774,ORG-015,BU-0095,Firewall 1774,Firewall,Proprietary,Production,GCP,ap-southeast-1,False,owner_493@corp.com,ERP,Confidential,Critical,10,8,9,0.31,0.34,0.17,9,46,10
AST-01775,ORG-017,BU-0107,File Server 1775,File Server,Windows Server 2019,Production,AWS,us-east-1,True,owner_82@corp.com,Core Banking,Confidential,High,8,7,9,0.78,0.38,0.41,4,1550,10
AST-01776,ORG-020,BU-0123,SaaS Application 1776,SaaS Application,SaaS,Production,On-Premise,us-east-1,False,owner_317@corp.com,Data Analytics,Highly Confidential,High,7,7,8,0.62,0.23,0.94,3,1425,9.1
AST-01777,ORG-020,BU-0124,Firewall 1777,Firewall,Proprietary,Production,On-Premise,ap-south-1,True,owner_157@corp.com,Customer Portal,Confidential,High,6,6,9,0.67,0.29,0.24,8,1774,6.3
AST-01778,ORG-023,BU-0137,IAM System 1778,IAM System,SaaS,Production,On-Premise,ap-southeast-1,False,owner_236@corp.com,Security Ops,Confidential,High,7,9,8,0.88,0.36,0.26,12,1136,6.6
AST-01779,ORG-019,BU-0118,IAM System 1779,IAM System,SaaS,Production,On-Premise,us-east-1,True,owner_302@corp.com,Security Ops,Highly Confidential,High,7,9,6,0.59,0.82,0.56,12,1999,9.0
AST-01780,ORG-012,BU-0071,Application Server 1780,Application Server,Linux,Production,AWS,eu-west-1,True,owner_30@corp.com,ERP,Highly Confidential,High,8,8,6,0.52,0.88,0.54,12,2124,10
AST-01781,ORG-012,BU-0069,Employee Laptop 1781,Employee Laptop,macOS Ventura,Production,On-Premise,us-east-1,False,owner_315@corp.com,Customer Portal,Highly Confidential,Critical,8,8,10,0.73,0.13,0.97,0,1299,6.0
AST-01782,ORG-015,BU-0094,Network Device 1782,Network Device,Proprietary,Production,On-Premise,us-east-1,True,owner_206@corp.com,ERP,Highly Confidential,High,7,6,9,0.51,0.34,0.8,9,1029,10
AST-01783,ORG-009,BU-0051,Web Server 1783,Web Server,Windows Server 2022,Production,GCP,eu-west-1,False,owner_250@corp.com,HR System,Confidential,Critical,10,10,10,0.6,0.1,0.24,13,815,6.7
AST-01784,ORG-001,BU-0001,Network Device 1784,Network Device,Proprietary,Production,AWS,ap-south-1,False,owner_457@corp.com,File Sharing,Highly Confidential,Critical,10,9,10,0.73,0.23,0.78,11,2204,6.8
AST-01785,ORG-020,BU-0123,File Server 1785,File Server,Linux,Production,Azure,ap-south-1,False,owner_241@corp.com,HR System,Confidential,High,9,7,9,0.42,0.22,0.29,12,2214,6.7
AST-01786,ORG-005,BU-0029,Firewall 1786,Firewall,Proprietary,Production,AWS,ap-south-1,True,owner_383@corp.com,HR System,Highly Confidential,High,8,9,9,0.44,0.8,0.65,1,975,10
AST-01787,ORG-021,BU-0127,Network Device 1787,Network Device,Proprietary,Production,On-Premise,eu-west-1,False,owner_317@corp.com,Security Ops,Highly Confidential,Critical,8,10,8,0.51,0.37,0.85,13,407,9.6
AST-01788,ORG-003,BU-0016,Network Device 1788,Network Device,Proprietary,Production,On-Premise,ap-south-1,False,owner_269@corp.com,HR System,Highly Confidential,Critical,9,8,8,0.31,0.21,0.71,8,284,7.6
AST-01789,ORG-002,BU-0007,Domain Controller 1789,Domain Controller,Windows Server 2022,Production,On-Premise,ap-south-1,True,owner_194@corp.com,CRM,Highly Confidential,Critical,9,9,8,0.46,0.75,0.76,5,2389,10
AST-01790,ORG-019,BU-0120,CI/CD Server 1790,CI/CD Server,Linux,Development,AWS,ap-south-1,False,owner_211@corp.com,Communication,Highly Confidential,Low,3,1,2,0.4,0.09,0.78,13,1620,1.9
AST-01791,ORG-004,BU-0020,API Gateway 1791,API Gateway,Linux,Production,Azure,us-east-1,True,owner_338@corp.com,Customer Portal,Confidential,High,7,6,6,0.62,0.66,0.14,1,1114,7.4
AST-01792,ORG-015,BU-0092,Domain Controller 1792,Domain Controller,Windows Server 2022,Production,Azure,us-east-1,False,owner_439@corp.com,Security Ops,Confidential,Critical,10,8,10,0.95,0.06,0.2,11,293,8.6
AST-01793,ORG-025,BU-0149,Database Server 1793,Database Server,Windows Server 2019,Production,On-Premise,ap-south-1,False,owner_497@corp.com,Customer Portal,Highly Confidential,Critical,8,9,10,0.39,0.37,0.97,7,1303,5.7
AST-01794,ORG-019,BU-0119,Database Server 1794,Database Server,Linux,Production,Azure,ap-southeast-1,True,owner_113@corp.com,Data Analytics,Highly Confidential,High,7,9,9,0.96,0.38,0.83,8,515,7.1
AST-01795,ORG-023,BU-0137,Kubernetes Cluster 1795,Kubernetes Cluster,Linux,Production,AWS,eu-west-1,False,owner_225@corp.com,ERP,Confidential,Critical,10,10,9,0.61,0.06,0.01,4,755,5.7
AST-01796,ORG-020,BU-0122,File Server 1796,File Server,Windows Server 2019,Production,Azure,ap-southeast-1,False,owner_416@corp.com,Communication,Highly Confidential,High,9,7,8,0.94,0.32,0.71,10,474,8.9
AST-01797,ORG-002,BU-0008,Employee Laptop 1797,Employee Laptop,macOS Ventura,Production,On-Premise,eu-west-1,True,owner_279@corp.com,File Sharing,Highly Confidential,High,7,9,6,0.81,0.37,0.6,0,1058,7.7
AST-01798,ORG-006,BU-0037,IAM System 1798,IAM System,SaaS,Production,On-Premise,ap-south-1,False,owner_132@corp.com,Core Banking,Highly Confidential,High,9,6,8,0.62,0.28,0.91,14,1467,4.8
AST-01799,ORG-019,BU-0117,IAM System 1799,IAM System,SaaS,Production,AWS,ap-southeast-1,False,owner_181@corp.com,Customer Portal,Confidential,High,9,6,7,0.73,0.04,0.31,13,1848,5.2
AST-01800,ORG-022,BU-0133,Kubernetes Cluster 1800,Kubernetes Cluster,Linux,Staging,Azure,us-east-1,False,owner_498@corp.com,Core Banking,Public,Medium,6,3,6,0.18,0.26,0.29,11,1842,4.9
AST-01801,ORG-013,BU-0080,Kubernetes Cluster 1801,Kubernetes Cluster,Linux,Production,GCP,eu-west-1,False,owner_429@corp.com,Customer Portal,Confidential,High,9,9,6,0.88,0.35,0.21,4,2282,9.3
AST-01802,ORG-002,BU-0008,Workstation 1802,Workstation,Ubuntu 22.04,Development,On-Premise,ap-southeast-1,False,owner_494@corp.com,ERP,Highly Confidential,Medium,4,5,3,0.32,0.16,0.68,2,915,4.9
AST-01803,ORG-004,BU-0023,Cloud VM 1803,Cloud VM,Linux,Development,On-Premise,eu-west-1,False,owner_423@corp.com,Communication,Public,Low,1,2,3,0.3,0.05,0.46,1,216,1.5
AST-01804,ORG-005,BU-0031,CI/CD Server 1804,CI/CD Server,Linux,Development,GCP,ap-south-1,False,owner_330@corp.com,Security Ops,Highly Confidential,Low,3,1,1,0.31,0.1,0.52,7,903,2.3
AST-01805,ORG-010,BU-0061,IoT Device 1805,IoT Device,Embedded,Production,Azure,us-east-1,False,owner_328@corp.com,Communication,Highly Confidential,Critical,10,9,10,0.96,0.22,0.57,12,1083,8.4
AST-01806,ORG-010,BU-0059,VPN Gateway 1806,VPN Gateway,Linux,Production,On-Premise,ap-south-1,False,owner_151@corp.com,HR System,Highly Confidential,High,6,6,8,0.83,0.29,0.84,2,376,9.2
AST-01807,ORG-013,BU-0079,API Gateway 1807,API Gateway,Linux,Staging,AWS,us-east-1,False,owner_101@corp.com,File Sharing,Highly Confidential,Medium,6,6,5,0.07,0.22,0.67,9,2488,4.8
AST-01808,ORG-014,BU-0087,Email Server 1808,Email Server,Windows Server 2019,Production,On-Premise,us-east-1,True,owner_106@corp.com,Supply Chain,Confidential,High,9,9,8,0.63,0.57,0.01,11,912,8.4
AST-01809,ORG-019,BU-0120,Network Device 1809,Network Device,Proprietary,Production,On-Premise,us-east-1,True,owner_181@corp.com,File Sharing,Internal,Medium,6,3,6,0.35,0.43,0.45,10,1847,7.4
AST-01810,ORG-005,BU-0027,Cloud VM 1810,Cloud VM,Windows Server 2022,Development,On-Premise,ap-south-1,False,owner_351@corp.com,Payment Processing,Confidential,Low,1,2,3,0.11,0.03,0.32,11,1270,1.0
AST-01811,ORG-005,BU-0027,Firewall 1811,Firewall,Proprietary,Production,On-Premise,us-east-1,False,owner_224@corp.com,DevOps Pipeline,Highly Confidential,High,9,8,8,0.77,0.27,0.53,6,1876,5.2
AST-01812,ORG-011,BU-0064,Storage Bucket 1812,Storage Bucket,N/A,Production,On-Premise,eu-west-1,True,owner_250@corp.com,Security Ops,Confidential,High,9,8,8,0.74,0.8,0.23,0,1612,8.6
AST-01813,ORG-002,BU-0006,IoT Device 1813,IoT Device,Embedded,Production,On-Premise,us-east-1,False,owner_469@corp.com,Email,Confidential,Critical,8,10,8,0.46,0.19,0.44,12,156,9.9
AST-01814,ORG-017,BU-0110,Storage Bucket 1814,Storage Bucket,N/A,Development,On-Premise,ap-south-1,False,owner_111@corp.com,Email,Highly Confidential,Low,1,1,3,0.42,0.08,0.96,13,2145,1.4
AST-01815,ORG-004,BU-0025,Payment Gateway 1815,Payment Gateway,Linux,Production,Azure,us-east-1,True,owner_432@corp.com,CRM,Highly Confidential,High,8,7,9,0.35,0.74,0.9,13,148,9.1
AST-01816,ORG-013,BU-0079,Domain Controller 1816,Domain Controller,Windows Server 2022,Production,On-Premise,us-east-1,True,owner_260@corp.com,Email,Highly Confidential,Critical,9,10,9,0.33,0.54,0.98,7,1403,9.5
AST-01817,ORG-005,BU-0027,Email Server 1817,Email Server,Linux,Production,On-Premise,eu-west-1,False,owner_295@corp.com,HR System,Highly Confidential,High,9,8,7,0.52,0.01,0.76,14,1251,4.2
AST-01818,ORG-017,BU-0110,Web Server 1818,Web Server,Windows Server 2022,Production,AWS,ap-south-1,False,owner_494@corp.com,Communication,Highly Confidential,High,9,9,6,0.54,0.23,0.5,10,931,4.8
AST-01819,ORG-025,BU-0150,Network Device 1819,Network Device,Proprietary,Production,AWS,eu-west-1,True,owner_336@corp.com,Supply Chain,Confidential,Critical,10,10,10,0.67,0.62,0.19,11,1437,7.1
AST-01820,ORG-015,BU-0089,Kubernetes Cluster 1820,Kubernetes Cluster,Linux,Production,On-Premise,ap-southeast-1,False,owner_244@corp.com,Supply Chain,Confidential,Critical,9,9,9,0.58,0.21,0.34,15,311,9.7
AST-01821,ORG-001,BU-0005,VPN Gateway 1821,VPN Gateway,Linux,Production,Azure,us-east-1,False,owner_281@corp.com,Security Ops,Highly Confidential,High,9,9,6,0.81,0.39,0.56,15,2022,7.9
AST-01822,ORG-012,BU-0071,VPN Gateway 1822,VPN Gateway,Linux,Production,GCP,ap-south-1,False,owner_357@corp.com,Security Ops,Highly Confidential,High,9,9,7,0.91,0.17,0.92,14,2458,6.2
AST-01823,ORG-008,BU-0048,VPN Gateway 1823,VPN Gateway,Linux,Production,AWS,eu-west-1,False,owner_422@corp.com,Customer Portal,Confidential,Critical,9,10,8,0.83,0.24,0.18,0,1809,10
AST-01824,ORG-006,BU-0036,CI/CD Server 1824,CI/CD Server,Linux,Development,Azure,ap-southeast-1,False,owner_265@corp.com,File Sharing,Highly Confidential,Medium,5,4,4,0.43,0.39,0.97,0,893,2.9
AST-01825,ORG-023,BU-0138,API Gateway 1825,API Gateway,Linux,Production,On-Premise,eu-west-1,False,owner_409@corp.com,Email,Confidential,Critical,10,8,10,0.56,0.18,0.14,11,698,10
AST-01826,ORG-003,BU-0012,Cloud VM 1826,Cloud VM,Linux,Development,GCP,ap-south-1,False,owner_33@corp.com,CRM,Confidential,Low,1,2,3,0.48,0.04,0.42,11,340,1.2
AST-01827,ORG-020,BU-0124,Kubernetes Cluster 1827,Kubernetes Cluster,Linux,Production,GCP,eu-west-1,False,owner_303@corp.com,DevOps Pipeline,Highly Confidential,High,9,8,9,0.84,0.39,0.62,13,1107,9.1
AST-01828,ORG-012,BU-0073,File Server 1828,File Server,Linux,Production,On-Premise,eu-west-1,False,owner_303@corp.com,Security Ops,Confidential,Critical,10,8,10,0.88,0.24,0.35,4,45,6.7
AST-01829,ORG-021,BU-0127,API Gateway 1829,API Gateway,Linux,Staging,On-Premise,ap-southeast-1,False,owner_55@corp.com,API Platform,Confidential,Low,3,1,2,0.01,0.29,0.13,3,662,1.1
AST-01830,ORG-021,BU-0127,Domain Controller 1830,Domain Controller,Windows Server 2022,Production,Azure,ap-south-1,True,owner_186@corp.com,Email,Confidential,Critical,9,8,9,0.98,0.93,0.46,0,1277,10
AST-01831,ORG-020,BU-0122,Payment Gateway 1831,Payment Gateway,Linux,Production,On-Premise,ap-southeast-1,False,owner_277@corp.com,Email,Confidential,Medium,3,6,3,0.08,0.31,0.15,11,1565,2.9
AST-01832,ORG-019,BU-0117,Cloud VM 1832,Cloud VM,Linux,Development,Azure,eu-west-1,False,owner_186@corp.com,Security Ops,Internal,Low,1,2,3,0.2,0.04,0.02,13,842,2.1
AST-01833,ORG-007,BU-0038,Network Device 1833,Network Device,Proprietary,Production,On-Premise,eu-west-1,False,owner_365@corp.com,API Platform,Highly Confidential,Critical,8,10,8,0.34,0.37,0.62,10,2421,10
AST-01834,ORG-011,BU-0067,Email Server 1834,Email Server,Windows Server 2019,Production,On-Premise,ap-southeast-1,False,owner_259@corp.com,Communication,Highly Confidential,High,9,9,9,0.91,0.12,0.77,11,460,5.6
AST-01835,ORG-008,BU-0046,API Gateway 1835,API Gateway,Linux,Production,GCP,ap-south-1,False,owner_401@corp.com,Customer Portal,Public,Medium,4,3,5,0.23,0.13,0.33,15,929,5.5
AST-01836,ORG-020,BU-0122,API Gateway 1836,API Gateway,Linux,Production,On-Premise,us-east-1,False,owner_166@corp.com,DevOps Pipeline,Confidential,High,9,8,6,0.58,0.15,0.28,4,1637,6.0
AST-01837,ORG-024,BU-0143,Payment Gateway 1837,Payment Gateway,Linux,Production,AWS,ap-southeast-1,True,owner_29@corp.com,Supply Chain,Confidential,Critical,10,10,10,0.47,0.74,0.49,6,827,9.2
AST-01838,ORG-003,BU-0012,Email Server 1838,Email Server,Windows Server 2019,Production,On-Premise,us-east-1,False,owner_384@corp.com,API Platform,Highly Confidential,High,6,6,6,0.73,0.16,0.88,5,2388,5.0
AST-01839,ORG-010,BU-0059,Domain Controller 1839,Domain Controller,Windows Server 2022,Production,GCP,us-east-1,True,owner_236@corp.com,DevOps Pipeline,Highly Confidential,High,8,7,7,0.9,0.5,0.57,1,2088,8.2
