remediation_id,vulnerability_id,asset_id,recommended_action,action_category,estimated_cost,implementation_time_days,expected_risk_reduction,expected_loss_reduction,priority,required_control,dependency,recommended_deadline,status
REM-001024,VULN-006317,AST-00311,Network segmentation,Network,224561,30,27.1,1607824,High,CTRL-0153,Requires change approval,2026-10-16,Completed
REM-001025,VULN-029614,AST-03299,Network segmentation,Network,135030,34,35.2,1895097,Low,CTRL-0352,Requires budget approval,2026-10-17,Overdue
REM-001026,VULN-002550,AST-05926,Enable backup,Resilience,30157,6,37.3,161008,High,CTRL-0045,Requires vendor coordination,2026-09-12,Pending
REM-001027,VULN-029652,AST-03448,Fix cloud configuration,Cloud,9889,1,26.9,139758,Low,CTRL-0125,Requires downtime window,2026-09-17,In Progress
REM-001028,VULN-017232,AST-08296,Patch vulnerability,Patching,15153,13,65.8,206104,Low,CTRL-0136,Requires vendor coordination,2026-09-26,Pending
REM-001029,VULN-011871,AST-05812,Increase monitoring,Monitoring,48268,16,16.8,522042,Medium,CTRL-0317,Requires change approval,2026-09-25,Pending
REM-001030,VULN-020390,AST-08578,Disable account,Identity,1749,8,21.8,14834,Critical,CTRL-0111,None,2026-09-16,Completed
REM-001031,VULN-007374,AST-08137,Apply least privilege,Identity,34015,8,31.4,229083,High,CTRL-0203,None,2026-09-19,In Progress
REM-001032,VULN-012327,AST-01150,Disable account,Identity,1545,6,20.0,14571,Low,CTRL-0287,None,2026-09-22,Completed
REM-001033,VULN-007304,AST-09499,Patch vulnerability,Patching,19457,7,51.8,276667,Medium,CTRL-0355,None,2026-09-25,Completed
REM-001034,VULN-002757,AST-05483,Patch vulnerability,Patching,17974,7,59.5,97070,High,CTRL-0162,Requires vendor coordination,2026-09-14,Pending
REM-001035,VULN-029756,AST-03723,Deploy EDR,Endpoint,56037,16,48.0,318782,Critical,CTRL-0377,Requires vendor coordination,2026-10-02,In Progress
REM-001036,VULN-019852,AST-09494,Network segmentation,Network,172623,39,38.3,1139674,High,CTRL-0346,Requires vendor coordination,2026-10-14,In Progress
REM-001037,VULN-016432,AST-02851,Patch vulnerability,Patching,16297,6,65.9,217670,Medium,CTRL-0095,Requires budget approval,2026-09-12,Pending
REM-001038,VULN-010309,AST-03768,Patch vulnerability,Patching,18243,1,60.5,128612,High,CTRL-0303,Requires change approval,2026-09-17,Pending
REM-001039,VULN-001179,AST-01203,Network segmentation,Network,113544,36,28.3,1321792,Medium,CTRL-0311,Requires change approval,2026-10-20,Pending
REM-001040,VULN-000818,AST-09685,Network segmentation,Network,159750,35,24.9,1513328,Medium,CTRL-0035,Requires vendor coordination,2026-10-09,In Progress
REM-001041,VULN-022161,AST-08533,Enable MFA,Identity,24013,12,40.9,105342,Low,CTRL-0190,None,2026-09-21,In Progress
REM-001042,VULN-018660,AST-03466,Apply least privilege,Identity,38906,12,31.7,388696,Medium,CTRL-0239,Requires budget approval,2026-09-25,Pending
REM-001043,VULN-018388,AST-02597,Encrypt database,Data Protection,45577,7,25.9,409049,Low,CTRL-0101,Requires downtime window,2026-09-13,Pending
REM-001044,VULN-021559,AST-07400,Apply least privilege,Identity,22455,13,31.8,263259,High,CTRL-0153,None,2026-09-30,In Progress
REM-001045,VULN-015243,AST-06285,Upgrade firewall,Network,203068,22,34.3,643472,High,CTRL-0329,Requires budget approval,2026-10-04,In Progress
REM-001046,VULN-016458,AST-09755,Upgrade firewall,Network,203678,26,31.3,2889996,Critical,CTRL-0236,Requires budget approval,2026-10-04,In Progress
REM-001047,VULN-009111,AST-03797,Encrypt database,Data Protection,66586,7,25.4,862594,Medium,CTRL-0304,Requires budget approval,2026-09-13,Completed
REM-001048,VULN-000967,AST-06153,Fix cloud configuration,Cloud,12950,6,22.4,173441,Medium,CTRL-0115,Requires downtime window,2026-09-20,Pending
REM-001049,VULN-004968,AST-09341,Apply least privilege,Identity,43250,11,31.0,147546,Low,CTRL-0288,Requires change approval,2026-09-26,In Progress
REM-001050,VULN-003745,AST-08796,Disable account,Identity,2274,7,19.3,11149,Medium,CTRL-0265,None,2026-09-13,Pending
REM-001051,VULN-023669,AST-09752,Encrypt database,Data Protection,44927,11,29.9,247530,High,CTRL-0347,Requires downtime window,2026-09-15,Pending
REM-001052,VULN-016898,AST-08108,Enable backup,Resilience,48134,9,52.5,700837,High,CTRL-0285,Requires change approval,2026-09-15,In Progress
REM-001053,VULN-021154,AST-09175,Patch vulnerability,Patching,18851,1,64.7,279198,Critical,CTRL-0180,Requires budget approval,2026-09-15,Pending
REM-001054,VULN-011719,AST-09711,Patch vulnerability,Patching,11371,2,42.4,52812,Low,CTRL-0041,None,2026-09-15,In Progress
REM-001055,VULN-005107,AST-08310,Deploy EDR,Endpoint,105696,15,42.8,1262474,Medium,CTRL-0211,Requires downtime window,2026-09-28,Pending
REM-001056,VULN-010817,AST-02726,Enable MFA,Identity,19132,10,31.8,154984,Low,CTRL-0185,Requires downtime window,2026-09-23,Completed
REM-001057,VULN-012901,AST-04891,Enable MFA,Identity,17396,14,28.7,97102,Low,CTRL-0051,Requires vendor coordination,2026-09-22,In Progress
REM-001058,VULN-013159,AST-05541,Apply least privilege,Identity,34986,13,39.1,172055,Critical,CTRL-0294,Requires change approval,2026-09-17,Pending
REM-001059,VULN-006315,AST-09873,Disable account,Identity,2973,1,15.3,30116,High,CTRL-0057,Requires downtime window,2026-09-13,Completed
REM-001060,VULN-025265,AST-02089,Network segmentation,Network,212769,27,36.5,1060643,Low,CTRL-0324,Requires vendor coordination,2026-10-06,In Progress
REM-001061,VULN-015926,AST-03454,Network segmentation,Network,187387,32,39.3,2113692,Low,CTRL-0243,Requires change approval,2026-10-17,Overdue
REM-001062,VULN-003015,AST-00476,Upgrade firewall,Network,231367,22,22.2,1290803,Medium,CTRL-0344,None,2026-09-30,In Progress
REM-001063,VULN-019182,AST-03308,Encrypt database,Data Protection,43087,16,21.0,233866,Low,CTRL-0202,Requires change approval,2026-10-03,In Progress
REM-001064,VULN-004262,AST-08104,Disable account,Identity,1683,7,19.3,25077,Critical,CTRL-0333,Requires downtime window,2026-09-15,In Progress
REM-001065,VULN-015115,AST-01338,Enable MFA,Identity,19740,11,38.2,246437,Medium,CTRL-0154,Requires downtime window,2026-09-17,Overdue
REM-001066,VULN-027520,AST-00906,Disable account,Identity,1820,1,16.9,5548,Medium,CTRL-0118,Requires budget approval,2026-09-05,Completed
REM-001067,VULN-012850,AST-06892,Deploy EDR,Endpoint,83804,13,50.3,395033,Medium,CTRL-0017,Requires downtime window,2026-09-20,Pending
REM-001068,VULN-021726,AST-00039,Enable backup,Resilience,30224,9,38.6,175190,Medium,CTRL-0192,Requires budget approval,2026-09-26,Completed
REM-001069,VULN-016876,AST-02316,Fix cloud configuration,Cloud,12466,2,34.7,103318,Medium,CTRL-0313,Requires change approval,2026-09-07,Pending
REM-001070,VULN-020549,AST-06604,Deploy EDR,Endpoint,80535,24,38.6,1039439,Low,CTRL-0125,Requires vendor coordination,2026-10-05,Pending
REM-001071,VULN-008534,AST-04924,Network segmentation,Network,112802,28,40.7,725419,Low,CTRL-0287,None,2026-10-15,Completed
REM-001072,VULN-028239,AST-04363,Network segmentation,Network,162465,39,31.0,1435943,Medium,CTRL-0028,Requires budget approval,2026-10-25,In Progress
REM-001073,VULN-001336,AST-03232,Encrypt database,Data Protection,80746,19,18.2,935760,Low,CTRL-0220,Requires budget approval,2026-09-27,Overdue
REM-001074,VULN-001332,AST-04113,Upgrade firewall,Network,281411,30,32.0,1832127,Medium,CTRL-0024,Requires downtime window,2026-10-10,Pending
REM-001075,VULN-018762,AST-02889,Enable MFA,Identity,27230,4,29.5,195099,Medium,CTRL-0114,Requires change approval,2026-09-08,In Progress
REM-001076,VULN-024644,AST-08266,Increase monitoring,Monitoring,48247,8,14.4,538603,Medium,CTRL-0191,Requires change approval,2026-09-22,Completed
REM-001077,VULN-009940,AST-02382,Enable backup,Resilience,53744,14,44.4,216209,High,CTRL-0354,None,2026-09-24,Pending
REM-001078,VULN-009503,AST-05278,Fix cloud configuration,Cloud,9491,3,21.2,32660,High,CTRL-0084,None,2026-09-19,Pending
REM-001079,VULN-014504,AST-09131,Increase monitoring,Monitoring,37892,10,15.9,444859,Medium,CTRL-0199,Requires budget approval,2026-09-14,Completed
REM-001080,VULN-024631,AST-03262,Network segmentation,Network,172139,40,39.0,1795805,High,CTRL-0357,None,2026-10-16,Completed
REM-001081,VULN-018093,AST-00890,Encrypt database,Data Protection,72890,11,23.4,806095,Low,CTRL-0336,Requires downtime window,2026-09-26,In Progress
REM-001082,VULN-029056,AST-08419,Deploy EDR,Endpoint,93093,13,48.3,1279819,Critical,CTRL-0189,Requires budget approval,2026-09-25,Pending
REM-001083,VULN-011020,AST-09427,Enable backup,Resilience,32742,13,44.1,453232,Medium,CTRL-0186,Requires vendor coordination,2026-09-18,Overdue
REM-001084,VULN-013313,AST-07555,Network segmentation,Network,201664,28,33.8,2412383,Low,CTRL-0307,Requires vendor coordination,2026-10-13,Overdue
REM-001085,VULN-008484,AST-08213,Patch vulnerability,Patching,21674,11,49.2,86817,Low,CTRL-0163,Requires downtime window,2026-09-28,Completed
REM-001086,VULN-001829,AST-05074,Enable backup,Resilience,33838,11,43.4,423062,Medium,CTRL-0234,Requires vendor coordination,2026-09-20,Overdue
REM-001087,VULN-026916,AST-09818,Enable backup,Resilience,54069,7,57.4,583192,Medium,CTRL-0084,Requires downtime window,2026-09-16,In Progress
REM-001088,VULN-023850,AST-02746,Enable MFA,Identity,15185,16,31.6,151975,Low,CTRL-0184,None,2026-10-03,Pending
REM-001089,VULN-007433,AST-08411,Fix cloud configuration,Cloud,8495,9,28.9,114559,High,CTRL-0123,None,2026-09-25,Completed
REM-001090,VULN-005492,AST-06931,Fix cloud configuration,Cloud,8323,9,25.8,30652,Medium,CTRL-0338,Requires budget approval,2026-09-13,Pending
REM-001091,VULN-018652,AST-09781,Patch vulnerability,Patching,14468,5,44.7,207725,Critical,CTRL-0166,None,2026-09-16,In Progress
REM-001092,VULN-027668,AST-08498,Disable account,Identity,1902,11,17.8,27790,Critical,CTRL-0268,Requires change approval,2026-09-29,Pending
REM-001093,VULN-021804,AST-09270,Patch vulnerability,Patching,15449,12,58.1,66566,Critical,CTRL-0285,Requires budget approval,2026-09-25,Pending
REM-001094,VULN-018707,AST-01218,Disable account,Identity,2574,8,19.7,19055,Low,CTRL-0019,None,2026-09-18,Completed
REM-001095,VULN-011441,AST-02061,Network segmentation,Network,187194,30,26.0,2007458,Medium,CTRL-0132,None,2026-10-17,Completed
REM-001096,VULN-016347,AST-02976,Encrypt database,Data Protection,65209,17,20.7,904480,High,CTRL-0124,Requires change approval,2026-09-22,Completed
REM-001097,VULN-018046,AST-04945,Network segmentation,Network,159977,39,37.8,873381,Low,CTRL-0141,None,2026-10-18,In Progress
REM-001098,VULN-024893,AST-09148,Deploy EDR,Endpoint,106115,13,53.5,691354,Medium,CTRL-0322,Requires vendor coordination,2026-09-28,Overdue
REM-001099,VULN-025754,AST-05576,Enable MFA,Identity,21732,4,28.5,80800,Critical,CTRL-0009,None,2026-09-19,In Progress
REM-001100,VULN-029894,AST-02645,Deploy EDR,Endpoint,78897,15,45.2,944332,Low,CTRL-0345,Requires vendor coordination,2026-10-01,In Progress
REM-001101,VULN-012747,AST-04373,Increase monitoring,Monitoring,73206,15,22.0,1010945,Medium,CTRL-0179,Requires vendor coordination,2026-09-29,Pending
REM-001102,VULN-000009,AST-03600,Encrypt database,Data Protection,71061,19,18.3,414430,High,CTRL-0291,Requires downtime window,2026-10-04,Pending
REM-001103,VULN-000063,AST-02243,Enable MFA,Identity,23717,9,43.5,176172,Medium,CTRL-0012,Requires change approval,2026-09-14,In Progress
REM-001104,VULN-002772,AST-05887,Network segmentation,Network,219377,40,33.9,1119975,Medium,CTRL-0360,None,2026-10-17,Completed
REM-001105,VULN-013305,AST-09195,Encrypt database,Data Protection,75469,17,26.9,685532,High,CTRL-0130,None,2026-10-03,Completed
REM-001106,VULN-016098,AST-05912,Deploy EDR,Endpoint,77148,13,53.6,595923,Low,CTRL-0210,None,2026-09-20,Overdue
REM-001107,VULN-026719,AST-02848,Encrypt database,Data Protection,54006,14,25.4,255380,High,CTRL-0022,None,2026-09-28,Completed
REM-001108,VULN-024159,AST-05284,Upgrade firewall,Network,163346,26,30.1,994111,Low,CTRL-0292,Requires downtime window,2026-10-14,Completed
REM-001109,VULN-027784,AST-01825,Apply least privilege,Identity,25036,10,35.0,316659,High,CTRL-0217,Requires downtime window,2026-09-23,Overdue
REM-001110,VULN-013393,AST-03247,Encrypt database,Data Protection,77078,7,19.5,738677,Low,CTRL-0117,Requires budget approval,2026-09-25,Pending
REM-001111,VULN-000498,AST-06625,Enable backup,Resilience,50968,12,47.1,417313,Low,CTRL-0043,None,2026-09-25,Completed
REM-001112,VULN-005721,AST-04471,Enable backup,Resilience,37273,14,51.4,285399,Medium,CTRL-0382,Requires change approval,2026-09-21,In Progress
REM-001113,VULN-009661,AST-03397,Apply least privilege,Identity,24602,16,25.1,85901,High,CTRL-0111,Requires vendor coordination,2026-09-25,Pending
REM-001114,VULN-017175,AST-02833,Network segmentation,Network,147673,37,31.8,476471,Low,CTRL-0282,Requires vendor coordination,2026-10-19,Pending
REM-001115,VULN-019300,AST-00943,Upgrade firewall,Network,291875,24,33.3,3617577,Low,CTRL-0218,Requires change approval,2026-09-29,In Progress
REM-001116,VULN-029770,AST-05135,Patch vulnerability,Patching,17305,13,68.7,131756,Critical,CTRL-0195,Requires change approval,2026-09-27,Overdue
REM-001117,VULN-012762,AST-09791,Disable account,Identity,2330,2,21.2,15329,Medium,CTRL-0172,Requires change approval,2026-09-15,Overdue
REM-001118,VULN-007437,AST-08264,Disable account,Identity,1906,7,16.6,12805,High,CTRL-0037,Requires vendor coordination,2026-09-20,Pending
REM-001119,VULN-000492,AST-09747,Fix cloud configuration,Cloud,11683,8,23.0,74301,Medium,CTRL-0195,Requires downtime window,2026-09-17,Overdue
REM-001120,VULN-011104,AST-01347,Enable backup,Resilience,38214,9,55.2,470907,Medium,CTRL-0217,Requires vendor coordination,2026-09-13,Completed
REM-001121,VULN-019393,AST-03100,Apply least privilege,Identity,28426,17,35.7,286985,Medium,CTRL-0266,None,2026-09-29,Completed
REM-001122,VULN-012989,AST-00680,Deploy EDR,Endpoint,102943,18,53.0,1332850,Low,CTRL-0148,Requires downtime window,2026-09-25,Completed
REM-001123,VULN-026454,AST-08484,Increase monitoring,Monitoring,40077,15,23.4,163017,Low,CTRL-0106,Requires change approval,2026-09-27,Overdue
REM-001124,VULN-028316,AST-03264,Increase monitoring,Monitoring,48418,6,21.3,414619,Low,CTRL-0185,Requires change approval,2026-09-19,Pending
REM-001125,VULN-008727,AST-01504,Deploy EDR,Endpoint,93135,15,34.9,1285034,High,CTRL-0361,Requires downtime window,2026-09-28,Pending
REM-001126,VULN-023410,AST-06640,Patch vulnerability,Patching,16235,2,66.9,77796,Low,CTRL-0185,Requires budget approval,2026-09-10,Pending
REM-001127,VULN-014861,AST-06794,Encrypt database,Data Protection,89015,20,20.4,832098,Low,CTRL-0156,Requires vendor coordination,2026-10-07,Overdue
REM-001128,VULN-027544,AST-08172,Upgrade firewall,Network,175754,29,29.8,1281669,Medium,CTRL-0327,Requires vendor coordination,2026-10-15,Pending
REM-001129,VULN-009404,AST-06649,Fix cloud configuration,Cloud,13304,9,30.9,186182,Medium,CTRL-0288,Requires downtime window,2026-09-27,Completed
REM-001130,VULN-009326,AST-07267,Enable backup,Resilience,56698,5,53.8,386396,Medium,CTRL-0033,Requires downtime window,2026-09-09,Pending
REM-001131,VULN-020388,AST-08458,Network segmentation,Network,144347,31,30.1,1929263,Medium,CTRL-0112,None,2026-10-09,In Progress
REM-001132,VULN-006652,AST-00849,Increase monitoring,Monitoring,51777,17,20.9,475416,Low,CTRL-0095,Requires change approval,2026-09-28,In Progress
REM-001133,VULN-023264,AST-01386,Encrypt database,Data Protection,87454,15,21.0,423141,Medium,CTRL-0108,Requires change approval,2026-09-22,Completed
REM-001134,VULN-018831,AST-08474,Increase monitoring,Monitoring,65126,4,16.5,257397,Low,CTRL-0257,Requires budget approval,2026-09-19,Completed
REM-001135,VULN-005462,AST-03445,Upgrade firewall,Network,183193,28,23.7,812285,Low,CTRL-0214,Requires change approval,2026-10-11,Completed
REM-001136,VULN-022274,AST-05705,Apply least privilege,Identity,21920,18,34.0,243164,Critical,CTRL-0230,Requires vendor coordination,2026-10-01,In Progress
REM-001137,VULN-013168,AST-09500,Apply least privilege,Identity,44821,8,28.4,466278,High,CTRL-0351,Requires change approval,2026-09-24,Completed
REM-001138,VULN-017394,AST-09525,Disable account,Identity,2718,1,22.5,11300,Low,CTRL-0037,Requires budget approval,2026-09-14,In Progress
REM-001139,VULN-027161,AST-06554,Fix cloud configuration,Cloud,12604,12,27.9,111281,High,CTRL-0189,Requires downtime window,2026-09-25,Pending
REM-001140,VULN-011421,AST-05276,Disable account,Identity,2533,1,17.2,30013,High,CTRL-0006,Requires vendor coordination,2026-09-14,Pending
REM-001141,VULN-007456,AST-03097,Encrypt database,Data Protection,89779,7,27.2,802755,High,CTRL-0325,None,2026-09-12,Completed
REM-001142,VULN-028942,AST-03289,Apply least privilege,Identity,40387,13,28.1,311387,Medium,CTRL-0273,None,2026-09-24,In Progress
REM-001143,VULN-025345,AST-05238,Upgrade firewall,Network,251013,25,23.4,1319777,High,CTRL-0042,Requires downtime window,2026-10-08,Pending
REM-001144,VULN-024629,AST-01534,Increase monitoring,Monitoring,56172,8,22.6,219793,Medium,CTRL-0346,None,2026-09-25,Pending
REM-001145,VULN-000498,AST-06625,Network segmentation,Network,154954,28,40.0,998589,Low,CTRL-0081,None,2026-10-15,Pending
REM-001146,VULN-008999,AST-09147,Increase monitoring,Monitoring,36625,8,17.5,259410,Medium,CTRL-0062,Requires change approval,2026-09-22,Pending
REM-001147,VULN-023848,AST-01129,Enable backup,Resilience,40497,10,43.8,506427,Low,CTRL-0002,Requires downtime window,2026-09-21,In Progress
REM-001148,VULN-019571,AST-00794,Increase monitoring,Monitoring,62664,13,16.1,683875,Medium,CTRL-0117,None,2026-10-01,In Progress
REM-001149,VULN-026270,AST-00700,Upgrade firewall,Network,222705,23,30.6,1112410,High,CTRL-0362,Requires budget approval,2026-09-27,Completed
REM-001150,VULN-004943,AST-03203,Disable account,Identity,1662,10,17.5,22447,Medium,CTRL-0329,Requires change approval,2026-09-15,In Progress
REM-001151,VULN-024257,AST-01792,Enable backup,Resilience,52631,11,44.1,314049,Low,CTRL-0302,Requires budget approval,2026-09-17,In Progress
REM-001152,VULN-005217,AST-09645,Deploy EDR,Endpoint,109157,20,38.9,702066,Medium,CTRL-0067,Requires budget approval,2026-09-26,Pending
REM-001153,VULN-027658,AST-06208,Enable MFA,Identity,16005,4,42.7,172709,Low,CTRL-0323,Requires change approval,2026-09-13,Pending
REM-001154,VULN-013727,AST-05836,Disable account,Identity,2149,6,21.7,25182,Critical,CTRL-0351,None,2026-09-24,Pending
REM-001155,VULN-006568,AST-07933,Patch vulnerability,Patching,12641,9,52.0,40895,Medium,CTRL-0381,Requires vendor coordination,2026-09-15,Pending
REM-001156,VULN-012666,AST-04460,Apply least privilege,Identity,25285,8,36.2,236518,High,CTRL-0003,Requires change approval,2026-09-20,In Progress
